Frame No.,Queue Density
57.2667,0.413003
57.3333,0.412874
57.4,0.412917
57.4667,0.413218
57.5333,0.413468
57.6,0.413717
57.6667,0.413405
57.7333,0.413144
57.8,0.413241
57.8667,0.413003
57.9333,0.409577
58,0.409964
58.0667,0.410471
58.1333,0.410561
58.2,0.410451
58.2667,0.410924
58.3333,0.41106
58.4,0.411029
58.4667,0.411158
58.5333,0.411204
58.6,0.409812
58.6667,0.410311
58.7333,0.410689
58.8,0.410924
58.8667,0.410705
58.9333,0.410818
59,0.41131
59.0667,0.411103
59.1333,0.411177
59.2,0.411801
59.2667,0.411774
59.3333,0.411602
59.4,0.411778
59.4667,0.41216
59.5333,0.412867
59.6,0.413011
59.6667,0.413405
59.7333,0.413569
59.8,0.414135
59.8667,0.414513
59.9333,0.41479
60,0.414931
60.0667,0.414529
60.1333,0.41456
60.2,0.414661
60.2667,0.411442
60.3333,0.411575
60.4,0.412352
60.4667,0.412539
60.5333,0.412691
60.6,0.412999
60.6667,0.413007
60.7333,0.412765
60.8,0.41243
60.8667,0.411587
60.9333,0.411041
61,0.409741
61.0667,0.408711
61.1333,0.407455
61.2,0.406764
61.2667,0.406581
61.3333,0.406686
61.4,0.40692
61.4667,0.407092
61.5333,0.407111
61.6,0.407201
61.6667,0.406877
61.7333,0.406916
61.8,0.407037
61.8667,0.406858
61.9333,0.405231
62,0.405621
62.0667,0.405878
62.1333,0.406319
62.2,0.406257
62.2667,0.406737
62.3333,0.406975
62.4,0.408473
62.4667,0.409585
62.5333,0.410639
62.6,0.411911
62.6667,0.413132
62.7333,0.413514
62.8,0.413538
62.8667,0.413343
62.9333,0.413347
63,0.413409
63.0667,0.413475
63.1333,0.413144
63.2,0.413226
63.2667,0.413288
63.3333,0.413358
63.4,0.41346
63.4667,0.413499
63.5333,0.413464
63.6,0.409378
63.6667,0.410003
63.7333,0.410444
63.8,0.410436
63.8667,0.410545
63.9333,0.410927
64,0.411068
64.0667,0.411224
64.1333,0.411376
64.2,0.411411
64.2667,0.41161
64.3333,0.411946
64.4,0.412032
64.4667,0.412039
64.5333,0.412156
64.6,0.412246
64.6667,0.412917
64.7333,0.41305
64.8,0.413538
64.8667,0.413698
64.9333,0.414232
65,0.414334
65.0667,0.414252
65.1333,0.414533
65.2,0.41433
65.2667,0.412129
65.3333,0.412492
65.4,0.413003
65.4667,0.41351
65.5333,0.413694
65.6,0.413908
65.6667,0.413549
65.7333,0.413452
65.8,0.413097
65.8667,0.412878
65.9333,0.412711
66,0.412988
66.0667,0.412644
66.1333,0.412621
66.2,0.412707
66.2667,0.41314
66.3333,0.412933
66.4,0.412687
66.4667,0.412695
66.5333,0.412867
66.6,0.413386
66.6667,0.414228
66.7333,0.414501
66.8,0.414607
66.8667,0.414712
66.9333,0.411029
67,0.411368
67.0667,0.411798
67.1333,0.411688
67.2,0.41243
67.2667,0.41218
67.3333,0.407985
67.4,0.40731
67.4667,0.40772
67.5333,0.407256
67.6,0.407318
67.6667,0.407342
67.7333,0.407111
67.8,0.407412
67.8667,0.407587
67.9333,0.407268
68,0.406565
68.0667,0.407006
68.1333,0.406912
68.2,0.406854
68.2667,0.406487
