Time(s),Queue Density,Dynamic Density
0.0666667,0.035391,0
0.133333,0.0352024,0
0.2,0.0355167,0
0.266667,0.0335052,0
0.333333,0.0367111,0
0.4,0.0392884,0
0.466667,0.0415514,0
0.533333,0.0416143,0
0.6,0.0416771,0
0.666667,0.0448202,0
0.733333,0.0451345,0
0.8,0.0440659,0
0.866667,0.045826,0
0.933333,0.0445688,0
1,0.0440659,0
1.06667,0.0451974,0
1.13333,0.0464546,0
1.2,0.047209,0
1.26667,0.0461403,0
1.33333,0.0451345,0
1.4,0.0454488,0
1.46667,0.0464546,0
1.53333,0.0469575,0
1.6,0.0458889,0
1.66667,0.0460146,0
1.73333,0.0480262,0
1.8,0.0488433,0
1.86667,0.0522379,0
1.93333,0.0507921,0
2,0.0522379,0
2.06667,0.0522379,0
2.13333,0.0519236,0
2.2,0.0512949,0
2.26667,0.0512949,0
2.33333,0.0519236,0
2.4,0.0540608,0
2.46667,0.0526779,0
2.53333,0.0538094,0
2.6,0.0523636,0
2.66667,0.0519864,0
2.73333,0.052175,0
2.8,0.0511064,0
2.86667,0.050352,0
2.93333,0.0507921,0
3,0.0505406,0
3.06667,0.0502263,0
3.13333,0.0502263,0
3.2,0.0511064,0
3.26667,0.0513578,0
3.33333,0.0532437,0
3.4,0.0526779,0
3.46667,0.0506035,0
3.53333,0.054438,0
3.6,0.0558838,0
3.66667,0.0571411,0
3.73333,0.0577697,0
3.8,0.0579583,0
3.86667,0.060347,0
3.93333,0.0665074,0
4,0.0655645,0
4.06667,0.0660674,0
4.13333,0.0673875,0
4.2,0.0663817,0
4.26667,0.0664446,0
4.33333,0.0659417,0
4.4,0.0642444,0
4.46667,0.0648102,0
4.53333,0.0629243,0
4.6,0.0643701,0
4.66667,0.0608499,0
4.73333,0.0595298,0
4.8,0.0592155,0
4.86667,0.0600955,0
4.93333,0.0596555,0
5,0.0590269,0
5.06667,0.058084,0
5.13333,0.0570782,0
5.2,0.0561353,0
5.26667,0.0556952,0
5.33333,0.0577068,0
5.4,0.0578954,0
5.46667,0.0577697,0
5.53333,0.0583354,0
5.6,0.0584612,0
5.66667,0.0594669,0
5.73333,0.0635529,0
5.8,0.0651245,0
5.86667,0.0690847,0
5.93333,0.0708449,0
6,0.0714106,0
6.06667,0.0714106,0
6.13333,0.0711592,0
6.2,0.0707191,0
6.26667,0.0737993,0
6.33333,0.0743022,0
6.4,0.0746794,0
6.46667,0.0758738,0
6.53333,0.0765653,0
6.6,0.0758738,0
6.66667,0.0751194,0
6.73333,0.0749937,0
6.8,0.0755595,0
6.86667,0.0761252,0
6.93333,0.0745537,0
7,0.0746794,0
7.06667,0.0733593,0
7.13333,0.0746165,0
7.2,0.0729821,0
7.26667,0.0743022,0
7.33333,0.0779482,0
7.4,0.0800226,0
7.46667,0.0819085,0
7.53333,0.08304,0
7.6,0.0851773,0
7.66667,0.0864345,0
7.73333,0.0864345,0
7.8,0.0859945,0
7.86667,0.0856173,0
7.93333,0.0863716,0
8,0.0851773,0
8.06667,0.0849258,0
8.13333,0.0835429,0
8.2,0.0854916,0
8.26667,0.0837943,0
8.33333,0.0841086,0
8.4,0.0866859,0
8.46667,0.0837943,0
8.53333,0.0820342,0
8.6,0.0832286,0
8.66667,0.0833543,0
8.73333,0.081217,0
8.8,0.0826628,0
8.86667,0.0815313,0
8.93333,0.0810913,0
9,0.0819713,0
9.06667,0.0810284,0
9.13333,0.0802741,0
9.2,0.0814056,0
9.26667,0.0805255,0
9.33333,0.0786397,0
9.4,0.0811541,0
9.46667,0.0785768,0
9.53333,0.0788911,0
9.6,0.0782625,0
9.66667,0.0768796,0
9.73333,0.0794569,0
9.8,0.0796455,0
9.86667,0.0788911,0
9.93333,0.0761881,0
10,0.077131,0
10.0667,0.0785768,0
10.1333,0.0788283,0
10.2,0.0780739,0
10.2667,0.0773196,0
10.3333,0.0749937,0
10.4,0.0750566,0
10.4667,0.0761252,0
10.5333,0.0763138,0
10.6,0.0751823,0
10.6667,0.0770053,0
10.7333,0.0761252,0
10.8,0.0770053,0
10.8667,0.0770681,0
10.9333,0.0763138,0
11,0.0758109,0
11.0667,0.0758109,0
11.1333,0.0755595,0
11.2,0.0758109,0
11.2667,0.0763138,0
11.3333,0.0749309,0
11.4,0.0758738,0
11.4667,0.0756223,0
11.5333,0.0763767,0
11.6,0.076691,0
11.6667,0.0761252,0
11.7333,0.074868,0
11.8,0.0739251,0
11.8667,0.0757481,0
11.9333,0.0745537,0
12,0.0749937,0
12.0667,0.0766281,0
12.1333,0.0763138,0
12.2,0.0761881,0
12.2667,0.077571,0
12.3333,0.0778225,0
12.4,0.0780739,0
12.4667,0.0780111,0
12.5333,0.0782625,0
12.6,0.0777596,0
12.6667,0.0780739,0
12.7333,0.077571,0
12.8,0.0776968,0
12.8667,0.0776339,0
12.9333,0.0777596,0
13,0.0783254,0
13.0667,0.0796455,0
13.1333,0.0799598,0
13.2,0.0786397,0
13.2667,0.0795197,0
13.3333,0.0808398,0
13.4,0.0812799,0
13.4667,0.0814056,0
13.5333,0.0817828,0
13.6,0.0817199,0
13.6667,0.0819085,0
13.7333,0.0809656,0
13.8,0.0817199,0
13.8667,0.0820971,0
13.9333,0.0807141,0
14,0.0812799,0
14.0667,0.0818456,0
14.1333,0.081217,0
14.2,0.0813427,0
14.2667,0.0810284,0
14.3333,0.0809656,0
14.4,0.0818456,0
14.4667,0.0813427,0
14.5333,0.0810284,0
14.6,0.081217,0
14.6667,0.0796455,0
14.7333,0.0793312,0
14.8,0.0792683,0
14.8667,0.078514,0
14.9333,0.0775082,0
15,0.0771939,0
15.0667,0.0775082,0
15.1333,0.0771939,0
15.2,0.0774453,0
15.2667,0.0776968,0
15.3333,0.0757481,0
15.4,0.0768796,0
15.4667,0.0780739,0
15.5333,0.0785768,0
15.6,0.0795197,0
15.6667,0.0788911,0
15.7333,0.0783254,0
15.8,0.0778853,0
15.8667,0.0782625,0
15.9333,0.0776339,0
16,0.0766281,0
16.0667,0.0754337,0
16.1333,0.0740508,0
16.2,0.0737365,0
16.2667,0.0736108,0
16.3333,0.0732965,0
16.4,0.0737365,0
16.4667,0.0737993,0
16.5333,0.073485,0
16.6,0.0732965,0
16.6667,0.0731079,0
16.7333,0.0732965,0
16.8,0.0727936,0
16.8667,0.0728564,0
16.9333,0.0727936,0
17,0.0727307,0
17.0667,0.0727936,0
17.1333,0.0725421,0
17.2,0.0727936,0
17.2667,0.0727307,0
17.3333,0.0726678,0
17.4,0.0726678,0
17.4667,0.0729193,0
17.5333,0.0729193,0
17.6,0.0725421,0
17.6667,0.0727936,0
17.7333,0.0726678,0
17.8,0.0731079,0
17.8667,0.0726678,0
17.9333,0.0728564,0
18,0.0717878,0
18.0667,0.0710334,0
18.1333,0.0715363,0
18.2,0.0714106,0
18.2667,0.0713477,0
18.3333,0.0721021,0
18.4,0.0721021,0
18.4667,0.072605,0
18.5333,0.074868,0
18.6,0.075308,0
18.6667,0.0779482,0
18.7333,0.0799598,0
18.8,0.0805884,0
18.8667,0.0824114,0
18.9333,0.0853659,0
19,0.0860573,0
19.0667,0.0878803,0
19.1333,0.0897662,0
19.2,0.0900805,0
19.2667,0.0888861,0
19.3333,0.0879432,0
19.4,0.0871888,0
19.4667,0.0873146,0
19.5333,0.0859316,0
19.6,0.0859945,0
19.6667,0.0865602,0
19.7333,0.0849258,0
19.8,0.0836057,0
19.8667,0.0815942,0
19.9333,0.0790797,0
20,0.0786397,0
20.0667,0.076691,0
20.1333,0.0758738,0
20.2,0.0754966,0
20.2667,0.0748051,0
20.3333,0.0737365,0
20.4,0.0735479,0
20.4667,0.0745537,0
20.5333,0.0763138,0
20.6,0.0761881,0
20.6667,0.0752452,0
20.7333,0.0754337,0
20.8,0.075308,0
20.8667,0.0742394,0
20.9333,0.0750566,0
21,0.075308,0
21.0667,0.0759366,0
21.1333,0.0755595,0
21.2,0.0751194,0
21.2667,0.0742394,0
21.3333,0.0732336,0
21.4,0.0735479,0
21.4667,0.0737365,0
21.5333,0.0743651,0
21.6,0.0732965,0
21.6667,0.0729193,0
21.7333,0.0727307,0
21.8,0.0727936,0
21.8667,0.073485,0
21.9333,0.074428,0
22,0.0744908,0
22.0667,0.0741137,0
22.1333,0.0734222,0
22.2,0.0731707,0
22.2667,0.0735479,0
22.3333,0.0736736,0
22.4,0.0735479,0
22.4667,0.0732965,0
22.5333,0.0746165,0
22.6,0.0747423,0
22.6667,0.0751194,0
22.7333,0.0755595,0
22.8,0.0756223,0
22.8667,0.0752452,0
22.9333,0.076691,0
23,0.0769424,0
23.0667,0.077571,0
23.1333,0.078514,0
23.2,0.0797083,0
23.2667,0.0783882,0
23.3333,0.0772567,0
23.4,0.077131,0
23.4667,0.0751194,0
23.5333,0.0750566,0
23.6,0.0754337,0
23.6667,0.0758738,0
23.7333,0.0758738,0
23.8,0.0760624,0
23.8667,0.0761252,0
23.9333,0.0759995,0
24,0.0763767,0
24.0667,0.0771939,0
24.1333,0.077131,0
24.2,0.0759366,0
24.2667,0.0756223,0
24.3333,0.0761252,0
24.4,0.0760624,0
24.4667,0.0761881,0
24.5333,0.0758738,0
24.6,0.0758109,0
24.6667,0.0768167,0
24.7333,0.0763767,0
24.8,0.0761252,0
24.8667,0.0767538,0
24.9333,0.0768167,0
25,0.0764395,0
25.0667,0.0768167,0
25.1333,0.0761252,0
25.2,0.0763767,0
25.2667,0.0757481,0
25.3333,0.0762509,0
25.4,0.0768167,0
25.4667,0.0771939,0
25.5333,0.077571,0
25.6,0.0775082,0
25.6667,0.0778853,0
25.7333,0.0788911,0
25.8,0.0802741,0
25.8667,0.0806512,0
25.9333,0.0798969,0
26,0.0808398,0
26.0667,0.0805884,0
26.1333,0.0810284,0
26.2,0.0822856,0
26.2667,0.0818456,0
26.3333,0.0834171,0
26.4,0.0844858,0
26.4667,0.0841715,0
26.5333,0.0849258,0
26.6,0.0849258,0
26.6667,0.0845487,0
26.7333,0.084863,0
26.8,0.0851773,0
26.8667,0.0841715,0
26.9333,0.0859945,0
27,0.0868745,0
27.0667,0.087126,0
27.1333,0.0881946,0
27.2,0.0873774,0
27.2667,0.088949,0
27.3333,0.0918406,0
27.4,0.0941036,0
27.4667,0.0949837,0
27.5333,0.0986296,0
27.6,0.099824,0
27.6667,0.102527,0
27.7333,0.102527,0
27.8,0.10435,0
27.8667,0.105733,0
27.9333,0.10611,0
28,0.107242,0
28.0667,0.110825,0
28.1333,0.112585,0
28.2,0.113716,0
28.2667,0.115351,0
28.3333,0.117048,0
28.4,0.119814,0
28.4667,0.1217,0
28.5333,0.122014,0
28.6,0.122203,0
28.6667,0.123586,0
28.7333,0.126917,0
28.8,0.124277,0
28.8667,0.127232,0
28.9333,0.127483,0
29,0.130626,0
29.0667,0.132512,0
29.1333,0.131946,0
29.2,0.128363,0
29.2667,0.127106,0
29.3333,0.128615,0
29.4,0.12918,0
29.4667,0.130689,0
29.5333,0.12786,0
29.6,0.128866,0
29.6667,0.121071,0
29.7333,0.12038,0
29.8,0.121825,0
29.8667,0.124151,0
29.9333,0.125849,0
30,0.123271,0
30.0667,0.125911,0
30.1333,0.123586,0
30.2,0.125597,0
30.2667,0.125786,0
30.3333,0.128552,0
30.4,0.127357,0
30.4667,0.126603,0
30.5333,0.133769,0
30.6,0.131318,0
30.6667,0.128363,0
30.7333,0.132763,0
30.8,0.132386,0
30.8667,0.131695,0
30.9333,0.131443,0
31,0.1305,0
31.0667,0.130438,0
31.1333,0.131129,0
31.2,0.128489,0
31.2667,0.129809,0
31.3333,0.130438,0
31.4,0.132763,0
31.4667,0.132072,0
31.5333,0.13226,0
31.6,0.130563,0
31.6667,0.128552,0
31.7333,0.128615,0
31.8,0.12874,0
31.8667,0.131129,0
31.9333,0.130752,0
32,0.131003,0
32.0667,0.132575,0
32.1333,0.132575,0
32.2,0.132135,0
32.2667,0.133455,0
32.3333,0.132575,0
32.4,0.132575,0
32.4667,0.134524,0
32.5333,0.134712,0
32.6,0.133643,0
32.6667,0.132323,0
32.7333,0.134272,0
32.8,0.133329,0
32.8667,0.133392,0
32.9333,0.133015,0
33,0.134524,0
33.0667,0.132952,0
33.1333,0.133203,0
33.2,0.133832,0
33.2667,0.133643,0
33.3333,0.132575,0
33.4,0.134335,0
33.4667,0.136221,0
33.5333,0.139427,0
33.6,0.141438,0
33.6667,0.144959,0
33.7333,0.148416,0
33.8,0.149925,0
33.8667,0.149359,0
33.9333,0.152125,0
34,0.155708,0
34.0667,0.157594,0
34.1333,0.15992,0
34.2,0.16256,0
34.2667,0.164446,0
34.3333,0.166897,0
34.4,0.166143,0
34.4667,0.169349,0
34.5333,0.172303,0
34.6,0.173498,0
34.6667,0.18431,0
34.7333,0.188647,0
34.8,0.189779,0
34.8667,0.191225,0
34.9333,0.193613,0
35,0.192419,0
35.0667,0.194368,0
35.1333,0.196253,0
35.2,0.196379,0
35.2667,0.196253,0
35.3333,0.195185,0
35.4,0.194682,0
35.4667,0.194242,0
35.5333,0.193299,0
35.6,0.192042,0
35.6667,0.194933,0
35.7333,0.191225,0
35.8,0.189842,0
35.8667,0.190847,0
35.9333,0.19091,0
36,0.192356,0
36.0667,0.190722,0
36.1333,0.19399,0
36.2,0.194745,0
36.2667,0.192607,0
36.3333,0.191665,0
36.4,0.192419,0
36.4667,0.19091,0
36.5333,0.191036,0
36.6,0.190282,0
36.6667,0.188207,0
36.7333,0.187201,0
36.8,0.187704,0
36.8667,0.185378,0
36.9333,0.185756,0
37,0.186636,0
37.0667,0.184876,0
37.1333,0.184498,0
37.2,0.18343,0
37.2667,0.183933,0
37.3333,0.18035,0
37.4,0.178967,0
37.4667,0.179784,0
37.5333,0.178149,0
37.6,0.180224,0
37.6667,0.177332,0
37.7333,0.176955,0
37.8,0.178464,0
37.8667,0.177081,0
37.9333,0.177395,0
38,0.176704,0
38.0667,0.176829,0
38.1333,0.174315,0
38.2,0.175321,0
38.2667,0.178464,0
38.3333,0.180098,0
38.4,0.180727,0
38.4667,0.183681,0
38.5333,0.184058,0
38.6,0.18519,0
38.6667,0.186824,0
38.7333,0.189402,0
38.8,0.191413,0
38.8667,0.191979,0
38.9333,0.194493,0
39,0.195248,0
39.0667,0.197071,0
39.1333,0.198579,0
39.2,0.200717,0
39.2667,0.202225,0
39.3333,0.204174,0
39.4,0.205368,0
39.4667,0.206688,0
39.5333,0.208763,0
39.6,0.210146,0
39.6667,0.218004,0
39.7333,0.220832,0
39.8,0.222341,0
39.8667,0.22429,0
39.9333,0.224793,0
40,0.22693,0
40.0667,0.227747,0
40.1333,0.229067,0
40.2,0.230953,0
40.2667,0.229507,0
40.3333,0.23221,0
40.4,0.23309,0
40.4667,0.234599,0
40.5333,0.238811,0
40.6,0.240634,0
40.6667,0.242834,0
40.7333,0.246354,0
40.8,0.247234,0
40.8667,0.249937,0
40.9333,0.253709,0
41,0.2566,0
41.0667,0.258486,0
41.1333,0.261504,0
41.2,0.26603,0
41.2667,0.266093,0
41.3333,0.276905,0
41.4,0.278162,0
41.4667,0.278288,0
41.5333,0.280236,0
41.6,0.280991,0
41.6667,0.283379,0
41.7333,0.285265,0
41.8,0.284574,0
41.8667,0.286585,0
41.9333,0.287025,0
42,0.288471,0
42.0667,0.290231,0
42.1333,0.291614,0
42.2,0.293814,0
42.2667,0.296203,0
42.3333,0.297209,0
42.4,0.296392,0
42.4667,0.300981,0
42.5333,0.301798,0
42.6,0.300352,0
42.6667,0.301735,0
42.7333,0.301735,0
42.8,0.302364,0
42.8667,0.302929,0
42.9333,0.304124,0
43,0.302552,0
43.0667,0.301735,0
43.1333,0.303055,0
43.2,0.302426,0
43.2667,0.302866,0
43.3333,0.303684,0
43.4,0.302804,0
43.4667,0.304564,0
43.5333,0.307581,0
43.6,0.308335,0
43.6667,0.308713,0
43.7333,0.307958,0
43.8,0.309467,0
43.8667,0.310661,0
43.9333,0.311416,0
44,0.312233,0
44.0667,0.312673,0
