Time(s),Queue Density,Dynamic Density
0.0666667,0.0372658,0
0.133333,0.0365531,0
0.2,0.0368204,0
0.266667,0.0373846,0
0.333333,0.0395225,0
0.4,0.0408291,0
0.466667,0.0438281,0
0.533333,0.0444814,0
0.6,0.0443329,0
0.666667,0.0471835,0
0.733333,0.0477477,0
0.8,0.0471242,0
0.866667,0.048787,0
0.933333,0.0493809,0
1,0.0494997,0
1.06667,0.0498857,0
1.13333,0.0485495,0
1.2,0.0493215,0
1.26667,0.0494997,0
1.33333,0.048401,0
1.4,0.049559,0
1.46667,0.0505092,0
1.53333,0.0505389,0
1.6,0.0519049,0
1.66667,0.0497966,0
1.73333,0.052083,0
1.8,0.0522315,0
1.86667,0.054607,0
1.93333,0.0554087,0
2,0.0565074,0
2.06667,0.0565965,0
2.13333,0.0561511,0
2.2,0.0563886,0
2.26667,0.0560917,0
2.33333,0.0562402,0
2.4,0.0572498,0
2.46667,0.0585563,0
2.53333,0.0579624,0
2.6,0.0586157,0
2.66667,0.0566856,0
2.73333,0.0557057,0
2.8,0.0564183,0
2.86667,0.0570716,0
2.93333,0.0573685,0
3,0.0548742,0
3.06667,0.0556166,0
3.13333,0.0559432,0
3.2,0.0561808,0
3.26667,0.0563589,0
3.33333,0.0566262,0
3.4,0.0557948,0
3.46667,0.0573685,0
3.53333,0.0584375,0
3.6,0.0593877,0
3.66667,0.060813,0
3.73333,0.0623571,0
3.8,0.0628025,0
3.86667,0.0647623,0
3.93333,0.0668409,0
4,0.0681474,0
4.06667,0.0705823,0
4.13333,0.0705823,0
4.2,0.0706417,0
4.26667,0.0712059,0
4.33333,0.0690976,0
4.4,0.0675832,0
4.46667,0.0674051,0
4.53333,0.0661579,0
4.6,0.0670784,0
4.66667,0.0639309,0
4.73333,0.0657422,0
4.8,0.066633,0
4.86667,0.066633,0
4.93333,0.0666033,0
5,0.0660688,0
5.06667,0.064406,0
5.13333,0.0639606,0
5.2,0.0633667,0
5.26667,0.0620602,0
5.33333,0.0643466,0
5.4,0.0645247,0
5.46667,0.064109,0
5.53333,0.0642278,0
5.6,0.0654453,0
5.66667,0.0679692,0
5.73333,0.0704932,0
5.8,0.0725718,0
5.86667,0.0765508,0
5.93333,0.0785403,0
6,0.0787778,0
6.06667,0.0787481,0
6.13333,0.0788075,0
6.2,0.0802031,0
6.26667,0.0818363,0
6.33333,0.080114,0
6.4,0.0808861,0
6.46667,0.0815987,0
6.53333,0.081955,0
6.6,0.0823708,0
6.66667,0.0817769,0
6.73333,0.0813612,0
6.8,0.0820441,0
6.86667,0.0820441,0
6.93333,0.0812424,0
7,0.0804704,0
7.06667,0.0805,0
7.13333,0.0811236,0
7.2,0.0806485,0
7.26667,0.0835585,0
7.33333,0.0848057,0
7.4,0.0867654,0
7.46667,0.0890519,0
7.53333,0.0919025,0
7.6,0.0917837,0
7.66667,0.093506,0
7.73333,0.0935356,0
7.8,0.0938029,0
7.86667,0.0938326,0
7.93333,0.0945452,0
8,0.0954361,0
8.06667,0.0936544,0
8.13333,0.0937435,0
8.2,0.0947531,0
8.26667,0.0939514,0
8.33333,0.0944265,0
8.4,0.094278,0
8.46667,0.0935653,0
8.53333,0.0930605,0
8.6,0.0934763,0
8.66667,0.0945749,0
8.73333,0.0938326,0
8.8,0.0926745,0
8.86667,0.0913977,0
