Time(s),Queue Density
0.0666667,0.0450621
0.133333,0.0436028
0.2,0.0424634
0.266667,0.0439422
0.333333,0.0467203
0.4,0.0487571
0.466667,0.0506534
0.533333,0.0504232
0.6,0.0508953
0.666667,0.0531037
0.733333,0.054005
0.8,0.053966
0.866667,0.0553746
0.933333,0.0565724
1,0.0567519
1.06667,0.0566309
1.13333,0.0566739
1.2,0.0572084
1.26667,0.0580707
1.33333,0.0581448
1.4,0.0583165
1.46667,0.0588628
1.53333,0.0593739
1.6,0.0595261
1.66667,0.0591671
1.73333,0.0614185
1.8,0.0619725
1.86667,0.0643253
1.93333,0.0656675
2,0.0658002
2.06667,0.0658821
2.13333,0.0659485
2.2,0.0657768
2.26667,0.0658275
2.33333,0.066128
2.4,0.0666547
2.46667,0.0667366
2.53333,0.0660694
2.6,0.0665845
2.66667,0.0661514
2.73333,0.065847
2.8,0.0656988
2.86667,0.0659836
2.93333,0.0661865
3,0.0640522
3.06667,0.064696
3.13333,0.065609
3.2,0.0661319
3.26667,0.0663348
3.33333,0.0666469
3.4,0.0669356
3.46667,0.0669005
3.53333,0.0681179
3.6,0.0691011
3.66667,0.0704239
3.73333,0.0726674
3.8,0.0741345
3.86667,0.0756016
3.93333,0.0773496
4,0.0786021
4.06667,0.0807364
4.13333,0.0803735
4.2,0.0804827
4.26667,0.080155
4.33333,0.0787347
4.4,0.0781885
4.46667,0.0775681
4.53333,0.0774705
4.6,0.0775486
4.66667,0.0749968
4.73333,0.0756133
4.8,0.0765341
4.86667,0.0762571
4.93333,0.076222
5,0.0758513
5.06667,0.0752465
5.13333,0.0746339
5.2,0.0742086
5.26667,0.0737053
5.33333,0.0748251
5.4,0.0753284
5.46667,0.0765536
5.53333,0.0773223
5.6,0.0773886
5.66667,0.0804203
5.73333,0.0841856
5.8,0.0856682
5.86667,0.0895896
5.93333,0.0922584
6,0.093148
6.06667,0.0940025
6.13333,0.0945137
6.2,0.0955125
6.26667,0.0962422
6.33333,0.0941937
6.4,0.0943225
6.46667,0.0954423
6.53333,0.0954696
6.6,0.0959144
6.66667,0.0958559
6.73333,0.0961524
6.8,0.0964763
6.86667,0.0976663
6.93333,0.0969601
7,0.0969874
7.06667,0.0966909
7.13333,0.0967221
7.2,0.0972293
7.26667,0.0991763
7.33333,0.101514
7.4,0.103125
7.46667,0.105435
7.53333,0.108162
7.6,0.108857
7.66667,0.111038
7.73333,0.111264
7.8,0.111842
7.86667,0.112903
7.93333,0.112681
8,0.112021
8.06667,0.112037
8.13333,0.112271
8.2,0.112571
8.26667,0.113196
