Frame No.,Queue Density
38.5333,0.243005
38.6,0.244515
38.6667,0.246727
38.7333,0.248343
38.8,0.25098
38.8667,0.253247
38.9333,0.254328
39,0.255869
39.0667,0.257863
39.1333,0.258643
39.2,0.260302
39.2667,0.262143
39.3333,0.26299
39.4,0.264734
39.4667,0.266428
39.5333,0.267071
39.6,0.270431
39.6667,0.272397
39.7333,0.274329
39.8,0.27617
39.8667,0.278172
39.9333,0.280537
40,0.281457
40.0667,0.28278
40.1333,0.283416
40.2,0.284134
40.2667,0.286214
40.3333,0.287911
40.4,0.291095
40.4667,0.293736
40.5333,0.296101
40.6,0.299675
40.6667,0.302551
40.7333,0.303924
40.8,0.307042
40.8667,0.309749
40.9333,0.311497
41,0.313839
41.0667,0.315419
41.1333,0.316675
41.2,0.318029
41.2667,0.325688
41.3333,0.326629
41.4,0.328779
41.4667,0.330234
41.5333,0.331701
41.6,0.333445
41.6667,0.334865
41.7333,0.336282
41.8,0.338521
41.8667,0.340554
41.9333,0.341744
42,0.344866
42.0667,0.346762
42.1333,0.347578
42.2,0.349486
42.2667,0.350508
42.3333,0.351292
42.4,0.352388
42.4667,0.353368
42.5333,0.354058
42.6,0.354636
42.6667,0.35489
42.7333,0.354328
42.8,0.354886
42.8667,0.354382
42.9333,0.352049
43,0.352568
43.0667,0.352232
43.1333,0.353399
43.2,0.352982
43.2667,0.35441
43.3333,0.35551
43.4,0.357426
43.4667,0.359045
43.5333,0.359767
43.6,0.361199
43.6667,0.362459
43.7333,0.362838
43.8,0.362678
43.8667,0.363181
43.9333,0.36379
44,0.363583
44.0667,0.364394
44.1333,0.364991
44.2,0.365502
44.2667,0.365596
44.3333,0.365803
44.4,0.366486
44.4667,0.366814
44.5333,0.367172
44.6,0.364086
44.6667,0.364246
44.7333,0.365023
44.8,0.364855
44.8667,0.364878
44.9333,0.364925
45,0.364933
45.0667,0.36535
45.1333,0.365975
45.2,0.36624
45.2667,0.36702
45.3333,0.367325
45.4,0.367508
45.4667,0.368066
45.5333,0.367851
45.6,0.3683
45.6667,0.368425
45.7333,0.368304
45.8,0.368288
45.8667,0.36814
45.9333,0.368542
46,0.367898
46.0667,0.368089
46.1333,0.36807
46.2,0.368402
46.2667,0.363911
46.3333,0.364531
46.4,0.36544
46.4667,0.365873
46.5333,0.366041
46.6,0.365959
46.6667,0.365573
46.7333,0.365483
46.8,0.36562
46.8667,0.365885
46.9333,0.365994
47,0.366092
47.0667,0.365674
47.1333,0.36585
47.2,0.365939
47.2667,0.365768
47.3333,0.366025
47.4,0.366244
47.4667,0.366997
47.5333,0.367309
47.6,0.367087
47.6667,0.367442
47.7333,0.367524
47.8,0.367668
47.8667,0.367371
47.9333,0.364242
48,0.364266
48.0667,0.364976
48.1333,0.365479
48.2,0.365542
48.2667,0.3667
48.3333,0.3672
48.4,0.367172
48.4667,0.366595
48.5333,0.366564
48.6,0.367161
48.6667,0.367009
48.7333,0.367106
48.8,0.366533
48.8667,0.365955
48.9333,0.365893
49,0.365112
49.0667,0.364679
49.1333,0.364808
49.2,0.364976
49.2667,0.365186
49.3333,0.364695
49.4,0.364765
49.4667,0.364574
49.5333,0.364804
49.6,0.359845
49.6667,0.360161
49.7333,0.361015
49.8,0.361261
49.8667,0.361058
49.9333,0.361062
50,0.360251
50.0667,0.360504
50.1333,0.360571
50.2,0.36052
50.2667,0.360379
50.3333,0.360329
50.4,0.360731
50.4667,0.361273
50.5333,0.36125
50.6,0.36132
50.6667,0.36162
50.7333,0.361335
50.8,0.361222
50.8667,0.361019
50.9333,0.360883
51,0.36082
51.0667,0.360965
51.1333,0.360972
51.2,0.360933
51.2667,0.356638
51.3333,0.356911
51.4,0.357125
51.4667,0.357153
51.5333,0.357192
51.6,0.357777
51.6667,0.357816
51.7333,0.358362
51.8,0.357995
51.8667,0.358561
51.9333,0.358643
52,0.359037
52.0667,0.359213
52.1333,0.359462
52.2,0.359681
52.2667,0.359576
52.3333,0.359587
52.4,0.359096
52.4667,0.359154
52.5333,0.359228
52.6,0.360493
52.6667,0.361694
52.7333,0.362151
52.8,0.36258
52.8667,0.364051
52.9333,0.359431
53,0.36107
53.0667,0.363415
53.1333,0.364609
53.2,0.366068
53.2667,0.367801
53.3333,0.368515
53.4,0.369794
53.4667,0.371262
53.5333,0.372038
53.6,0.373431
53.6667,0.373634
53.7333,0.37393
53.8,0.374321
53.8667,0.375433
53.9333,0.376318
54,0.377813
54.0667,0.379689
54.1333,0.381754
54.2,0.385624
54.2667,0.388149
54.3333,0.389846
54.4,0.392366
54.4667,0.394189
54.5333,0.395195
54.6,0.40127
54.6667,0.401532
54.7333,0.40234
54.8,0.403615
54.8667,0.404657
54.9333,0.40598
55,0.407443
55.0667,0.408789
55.1333,0.409804
55.2,0.410096
55.2667,0.411037
55.3333,0.41234
55.4,0.412492
55.4667,0.412808
55.5333,0.412839
55.6,0.41305
55.6667,0.412582
55.7333,0.412672
55.8,0.412851
55.8667,0.413233
55.9333,0.413491
56,0.413901
56.0667,0.414525
56.1333,0.414743
56.2,0.415091
56.2667,0.412305
56.3333,0.412765
56.4,0.413202
56.4667,0.413386
56.5333,0.41305
56.6,0.413218
56.6667,0.412984
56.7333,0.412765
56.8,0.413101
56.8667,0.413089
56.9333,0.413468
57,0.413483
57.0667,0.413483
57.1333,0.413674
57.2,0.413031
57.2667,0.412968
57.3333,0.412781
57.4,0.412847
57.4667,0.413124
57.5333,0.413354
57.6,0.413616
57.6667,0.413315
57.7333,0.413015
57.8,0.413159
57.8667,0.412956
57.9333,0.409453
58,0.409862
58.0667,0.410373
58.1333,0.41049
58.2,0.41033
58.2667,0.410842
58.3333,0.410904
58.4,0.410888
58.4667,0.411002
58.5333,0.411029
58.6,0.409687
58.6667,0.410159
58.7333,0.410526
58.8,0.410732
58.8667,0.410518
58.9333,0.410639
59,0.411146
59.0667,0.410931
59.1333,0.411044
59.2,0.411669
59.2667,0.411641
59.3333,0.41145
59.4,0.411669
59.4667,0.412024
59.5333,0.412718
59.6,0.412843
59.6667,0.413269
59.7333,0.413452
59.8,0.41401
59.8667,0.414396
59.9333,0.414724
60,0.41486
60.0667,0.414505
60.1333,0.414537
60.2,0.414622
60.2667,0.411263
60.3333,0.411388
60.4,0.41218
60.4667,0.412363
60.5333,0.412504
60.6,0.412781
60.6667,0.4128
60.7333,0.412562
60.8,0.412258
60.8667,0.411427
60.9333,0.410931
61,0.409632
61.0667,0.408602
61.1333,0.407353
61.2,0.406698
61.2667,0.406534
61.3333,0.406612
61.4,0.406846
61.4667,0.407018
61.5333,0.407053
61.6,0.407143
61.6667,0.406803
61.7333,0.406854
61.8,0.406971
61.8667,0.406791
61.9333,0.405094
62,0.405477
62.0667,0.405726
62.1333,0.406183
62.2,0.406085
62.2667,0.406565
62.3333,0.406803
62.4,0.408262
62.4667,0.409414
62.5333,0.410447
62.6,0.411766
