Time(s),Queue Density,Dynamic Density
0.0666667,0.0450933,0
0.133333,0.0450933,0
0.2,0.0450933,0
0.266667,0.0450933,0
0.333333,0.0450933,0
0.4,0.0450933,0
0.466667,0.0450933,0
0.533333,0.0450933,0
0.6,0.0450933,0
0.666667,0.0450933,0
0.733333,0.0450933,0
0.8,0.0450933,0
0.866667,0.0450933,0
0.933333,0.0450933,0
1,0.0450933,0
1.06667,0.0565958,0
1.13333,0.0565958,0
1.2,0.0565958,0
1.26667,0.0565958,0
1.33333,0.0565958,0
1.4,0.0565958,0
1.46667,0.0565958,0
1.53333,0.0565958,0
1.6,0.0565958,0
1.66667,0.0565958,0
1.73333,0.0565958,0
1.8,0.0565958,0
1.86667,0.0565958,0
1.93333,0.0565958,0
2,0.0565958,0
2.06667,0.0659134,0
2.13333,0.0659134,0
2.2,0.0659134,0
2.26667,0.0659134,0
2.33333,0.0659134,0
2.4,0.0659134,0
2.46667,0.0659134,0
2.53333,0.0659134,0
2.6,0.0659134,0
2.66667,0.0659134,0
2.73333,0.0659134,0
2.8,0.0659134,0
2.86667,0.0659134,0
2.93333,0.0659134,0
3,0.0659134,0
3.06667,0.0647116,0
3.13333,0.0647116,0
3.2,0.0647116,0
3.26667,0.0647116,0
3.33333,0.0647116,0
3.4,0.0647116,0
3.46667,0.0647116,0
3.53333,0.0647116,0
3.6,0.0647116,0
3.66667,0.0647116,0
3.73333,0.0647116,0
3.8,0.0647116,0
3.86667,0.0647116,0
3.93333,0.0647116,0
4,0.0647116,0
4.06667,0.0807207,0
4.13333,0.0807207,0
4.2,0.0807207,0
4.26667,0.0807207,0
4.33333,0.0807207,0
4.4,0.0807207,0
4.46667,0.0807207,0
4.53333,0.0807207,0
4.6,0.0807207,0
4.66667,0.0807207,0
4.73333,0.0807207,0
4.8,0.0807207,0
4.86667,0.0807207,0
4.93333,0.0807207,0
5,0.0807207,0
5.06667,0.0752114,0
5.13333,0.0752114,0
5.2,0.0752114,0
5.26667,0.0752114,0
5.33333,0.0752114,0
5.4,0.0752114,0
5.46667,0.0752114,0
5.53333,0.0752114,0
5.6,0.0752114,0
5.66667,0.0752114,0
5.73333,0.0752114,0
5.8,0.0752114,0
5.86667,0.0752114,0
5.93333,0.0752114,0
6,0.0752114,0
6.06667,0.0939713,0
6.13333,0.0939713,0
6.2,0.0939713,0
6.26667,0.0939713,0
6.33333,0.0939713,0
6.4,0.0939713,0
6.46667,0.0939713,0
6.53333,0.0939713,0
6.6,0.0939713,0
6.66667,0.0939713,0
6.73333,0.0939713,0
6.8,0.0939713,0
6.86667,0.0939713,0
6.93333,0.0939713,0
7,0.0939713,0
7.06667,0.0967299,0
7.13333,0.0967299,0
7.2,0.0967299,0
7.26667,0.0967299,0
7.33333,0.0967299,0
7.4,0.0967299,0
7.46667,0.0967299,0
7.53333,0.0967299,0
7.6,0.0967299,0
7.66667,0.0967299,0
7.73333,0.0967299,0
7.8,0.0967299,0
7.86667,0.0967299,0
7.93333,0.0967299,0
8,0.0967299,0
8.06667,0.111982,0
8.13333,0.111982,0
8.2,0.111982,0
8.26667,0.111982,0
8.33333,0.111982,0
8.4,0.111982,0
8.46667,0.111982,0
8.53333,0.111982,0
8.6,0.111982,0
8.66667,0.111982,0
8.73333,0.111982,0
8.8,0.111982,0
8.86667,0.111982,0
8.93333,0.111982,0
9,0.111982,0
9.06667,0.111315,0
9.13333,0.111315,0
9.2,0.111315,0
9.26667,0.111315,0
9.33333,0.111315,0
9.4,0.111315,0
9.46667,0.111315,0
9.53333,0.111315,0
9.6,0.111315,0
9.66667,0.111315,0
9.73333,0.111315,0
9.8,0.111315,0
9.86667,0.111315,0
9.93333,0.111315,0
10,0.111315,0
10.0667,0.112907,0
10.1333,0.112907,0
10.2,0.112907,0
10.2667,0.112907,0
10.3333,0.112907,0
10.4,0.112907,0
10.4667,0.112907,0
10.5333,0.112907,0
10.6,0.112907,0
10.6667,0.112907,0
10.7333,0.112907,0
10.8,0.112907,0
10.8667,0.112907,0
10.9333,0.112907,0
11,0.112907,0
11.0667,0.10657,0
11.1333,0.10657,0
11.2,0.10657,0
11.2667,0.10657,0
11.3333,0.10657,0
11.4,0.10657,0
11.4667,0.10657,0
11.5333,0.10657,0
11.6,0.10657,0
11.6667,0.10657,0
11.7333,0.10657,0
11.8,0.10657,0
11.8667,0.10657,0
11.9333,0.10657,0
12,0.10657,0
12.0667,0.102091,0
12.1333,0.102091,0
12.2,0.102091,0
12.2667,0.102091,0
12.3333,0.102091,0
12.4,0.102091,0
12.4667,0.102091,0
12.5333,0.102091,0
12.6,0.102091,0
12.6667,0.102091,0
12.7333,0.102091,0
12.8,0.102091,0
12.8667,0.102091,0
12.9333,0.102091,0
13,0.102091,0
13.0667,0.102403,0
13.1333,0.102403,0
13.2,0.102403,0
13.2667,0.102403,0
13.3333,0.102403,0
13.4,0.102403,0
13.4667,0.102403,0
13.5333,0.102403,0
13.6,0.102403,0
13.6667,0.102403,0
13.7333,0.102403,0
13.8,0.102403,0
13.8667,0.102403,0
13.9333,0.102403,0
14,0.102403,0
14.0667,0.10426,0
14.1333,0.10426,0
14.2,0.10426,0
14.2667,0.10426,0
14.3333,0.10426,0
14.4,0.10426,0
14.4667,0.10426,0
14.5333,0.10426,0
14.6,0.10426,0
14.6667,0.10426,0
14.7333,0.10426,0
14.8,0.10426,0
14.8667,0.10426,0
14.9333,0.10426,0
15,0.10426,0
15.0667,0.101498,0
15.1333,0.101498,0
15.2,0.101498,0
15.2667,0.101498,0
15.3333,0.101498,0
15.4,0.101498,0
15.4667,0.101498,0
15.5333,0.101498,0
15.6,0.101498,0
15.6667,0.101498,0
15.7333,0.101498,0
15.8,0.101498,0
15.8667,0.101498,0
15.9333,0.101498,0
16,0.101498,0
16.0667,0.0997889,0
16.1333,0.0997889,0
16.2,0.0997889,0
16.2667,0.0997889,0
16.3333,0.0997889,0
16.4,0.0997889,0
16.4667,0.0997889,0
16.5333,0.0997889,0
16.6,0.0997889,0
16.6667,0.0997889,0
16.7333,0.0997889,0
16.8,0.0997889,0
16.8667,0.0997889,0
16.9333,0.0997889,0
17,0.0997889,0
17.0667,0.0986769,0
17.1333,0.0986769,0
17.2,0.0986769,0
17.2667,0.0986769,0
17.3333,0.0986769,0
17.4,0.0986769,0
17.4667,0.0986769,0
17.5333,0.0986769,0
17.6,0.0986769,0
17.6667,0.0986769,0
17.7333,0.0986769,0
17.8,0.0986769,0
17.8667,0.0986769,0
17.9333,0.0986769,0
18,0.0986769,0
18.0667,0.0981814,0
18.1333,0.0981814,0
18.2,0.0981814,0
18.2667,0.0981814,0
18.3333,0.0981814,0
18.4,0.0981814,0
18.4667,0.0981814,0
18.5333,0.0981814,0
18.6,0.0981814,0
18.6667,0.0981814,0
18.7333,0.0981814,0
18.8,0.0981814,0
18.8667,0.0981814,0
18.9333,0.0981814,0
19,0.0981814,0
19.0667,0.113515,0
19.1333,0.113515,0
19.2,0.113515,0
19.2667,0.113515,0
19.3333,0.113515,0
19.4,0.113515,0
19.4667,0.113515,0
19.5333,0.113515,0
19.6,0.113515,0
19.6667,0.113515,0
19.7333,0.113515,0
19.8,0.113515,0
19.8667,0.113515,0
19.9333,0.113515,0
20,0.113515,0
20.0667,0.101693,0
20.1333,0.101693,0
20.2,0.101693,0
20.2667,0.101693,0
20.3333,0.101693,0
20.4,0.101693,0
