Time(s),Queue Density,Dynamic Density
0.0666667,0.00980136,0
0.133333,0.00963358,0
0.2,0.00943849,0
0.266667,0.00976234,0
0.333333,0.0105193,0
0.4,0.0108705,0
0.466667,0.0112645,0
0.533333,0.0111202,0
0.6,0.0112333,0
0.666667,0.0116898,0
0.733333,0.0119357,0
0.8,0.0120215,0
0.866667,0.0122634,0
0.933333,0.0125599,0
1,0.0126887,0
1.06667,0.0126029,0
1.13333,0.0125131,0
1.2,0.0125716,0
1.26667,0.0126263,0
1.33333,0.0128292,0
1.4,0.0128253,0
1.46667,0.012915,0
1.53333,0.0130672,0
1.6,0.0130438,0
1.66667,0.0129969,0
1.73333,0.0135471,0
1.8,0.0136017,0
1.86667,0.0140699,0
1.93333,0.0142962,0
2,0.0143977,0
2.06667,0.0144874,0
2.13333,0.014503,0
2.2,0.0143938,0
2.26667,0.014425,0
2.33333,0.0144328,0
2.4,0.0144484,0
2.46667,0.0143938,0
2.53333,0.0145187,0
2.6,0.0144835,0
2.66667,0.014265,0
2.73333,0.0142455,0
2.8,0.0141519,0
2.86667,0.0141909,0
2.93333,0.0143314,0
3,0.0140699,0
3.06667,0.0141558,0
3.13333,0.0141753,0
3.2,0.0142611,0
3.26667,0.014226,0
3.33333,0.0142572,0
3.4,0.0142533,0
3.46667,0.0140192,0
3.53333,0.0145499,0
3.6,0.0149986,0
3.66667,0.0154083,0
3.73333,0.015775,0
3.8,0.0159623,0
3.86667,0.0162276,0
3.93333,0.0168793,0
4,0.0172499,0
4.06667,0.0177142,0
4.13333,0.017605,0
4.2,0.0177064,0
4.26667,0.0173241,0
4.33333,0.0169261,0
4.4,0.0168246,0
4.46667,0.0166412,0
4.53333,0.0166842,0
4.6,0.0167622,0
4.66667,0.0162667,0
4.73333,0.0163642,0
4.8,0.0164696,0
4.86667,0.0165047,0
4.93333,0.0162433,0
5,0.0162081,0
5.06667,0.0159857,0
5.13333,0.0157126,0
5.2,0.0155917,0
5.26667,0.0155838,0
5.33333,0.0159155,0
5.4,0.0161028,0
5.46667,0.0163018,0
5.53333,0.0163603,0
5.6,0.0162784,0
5.66667,0.0170314,0
5.73333,0.0178157,0
5.8,0.0182332,0
5.86667,0.0190799,0
5.93333,0.0195013,0
6,0.0197198,0
6.06667,0.0197666,0
6.13333,0.0199461,0
6.2,0.020227,0
6.26667,0.0204533,0
6.33333,0.0201802,0
6.4,0.0203402,0
6.46667,0.0207303,0
6.53333,0.0204923,0
6.6,0.020504,0
6.66667,0.0205977,0
6.73333,0.0205548,0
6.8,0.0206796,0
6.86667,0.020785,0
6.93333,0.0204884,0
7,0.0204767,0
7.06667,0.0203675,0
7.13333,0.0203167,0
7.2,0.0202894,0
7.26667,0.0209254,0
7.33333,0.0215263,0
7.4,0.0219399,0
7.46667,0.0224901,0
7.53333,0.0230909,0
7.6,0.0231222,0
7.66667,0.0234733,0
7.73333,0.0235201,0
7.8,0.0236645,0
7.86667,0.023684,0
7.93333,0.0236996,0
8,0.0234694,0
8.06667,0.0232275,0
8.13333,0.0234304,0
8.2,0.0234655,0
8.26667,0.0233758,0
8.33333,0.0233953,0
8.4,0.0234109,0
8.46667,0.023329,0
8.53333,0.0231651,0
8.6,0.023247,0
8.66667,0.0230675,0
8.73333,0.0231261,0
8.8,0.0230597,0
8.86667,0.0228919,0
8.93333,0.0227983,0
9,0.0226734,0
9.06667,0.0225954,0
9.13333,0.0226578,0
9.2,0.0225876,0
9.26667,0.0226891,0
9.33333,0.022732,0
9.4,0.0228373,0
9.46667,0.022732,0
9.53333,0.0229232,0
9.6,0.0228998,0
9.66667,0.023169,0
9.73333,0.0230831,0
9.8,0.0230129,0
9.86667,0.0230597,0
9.93333,0.0231065,0
10,0.0231065,0
10.0667,0.0230012,0
10.1333,0.0226227,0
10.2,0.0226227,0
10.2667,0.0223028,0
10.3333,0.0219126,0
10.4,0.0218228,0
10.4667,0.02162,0
10.5333,0.0214795,0
10.6,0.0214327,0
10.6667,0.0214756,0
10.7333,0.0214327,0
10.8,0.021421,0
10.8667,0.0215302,0
10.9333,0.0213156,0
11,0.021421,0
11.0667,0.02146,0
11.1333,0.0213468,0
11.2,0.0212805,0
11.2667,0.0212025,0
11.3333,0.0206484,0
11.4,0.0206328,0
11.4667,0.0205313,0
11.5333,0.0205626,0
11.6,0.0204962,0
11.6667,0.0207108,0
11.7333,0.0206796,0
11.8,0.0206952,0
11.8667,0.0206991,0
11.9333,0.0207186,0
12,0.0207538,0
12.0667,0.0209215,0
12.1333,0.0209684,0
12.2,0.0209957,0
12.2667,0.0209527,0
12.3333,0.0211244,0
12.4,0.0211127,0
12.4667,0.0211322,0
12.5333,0.0211439,0
12.6,0.021261,0
12.6667,0.0214093,0
12.7333,0.0213312,0
12.8,0.0212532,0
12.8667,0.021062,0
12.9333,0.0210776,0
13,0.0214327,0
13.0667,0.0214717,0
13.1333,0.021577,0
13.2,0.0215692,0
13.2667,0.0216122,0
13.3333,0.0216863,0
13.4,0.0216941,0
13.4667,0.0217604,0
13.5333,0.0218541,0
13.6,0.0218775,0
13.6667,0.0219477,0
13.7333,0.0218853,0
13.8,0.0218814,0
13.8667,0.021975,0
13.9333,0.0218775,0
14,0.0219126,0
14.0667,0.0219945,0
14.1333,0.0220218,0
14.2,0.0220414,0
14.2667,0.0219477,0
14.3333,0.0219516,0
14.4,0.0218072,0
14.4667,0.0216824,0
14.5333,0.0217136,0
14.6,0.0217994,0
14.6667,0.0219555,0
14.7333,0.0220453,0
14.8,0.0220374,0
14.8667,0.0216317,0
14.9333,0.021538,0
15,0.0215575,0
15.0667,0.0215575,0
15.1333,0.0215302,0
15.2,0.0216395,0
15.2667,0.0215692,0
15.3333,0.0214171,0
15.4,0.0214561,0
15.4667,0.0214639,0
15.5333,0.0215497,0
15.6,0.0216239,0
15.6667,0.0219282,0
15.7333,0.0217955,0
15.8,0.0217448,0
15.8667,0.0215146,0
15.9333,0.0211712,0
16,0.0209957,0
16.0667,0.0208591,0
16.1333,0.0207381,0
16.2,0.0207381,0
16.2667,0.0208396,0
16.3333,0.0207694,0
16.4,0.0207108,0
16.4667,0.0207381,0
16.5333,0.0209098,0
16.6,0.0208786,0
16.6667,0.020863,0
16.7333,0.0207772,0
16.8,0.0206874,0
16.8667,0.020742,0
16.9333,0.0206796,0
17,0.0206952,0
17.0667,0.020742,0
17.1333,0.0206991,0
17.2,0.0206835,0
17.2667,0.020742,0
17.3333,0.0207303,0
17.4,0.0207616,0
17.4667,0.0207889,0
17.5333,0.0208201,0
17.6,0.0207889,0
17.6667,0.0208162,0
17.7333,0.0207889,0
17.8,0.0208318,0
17.8667,0.0208357,0
17.9333,0.0207928,0
18,0.0207303,0
18.0667,0.0206523,0
18.1333,0.0206679,0
18.2,0.0205665,0
18.2667,0.0205587,0
18.3333,0.0206445,0
18.4,0.0206796,0
18.4667,0.0208279,0
18.5333,0.0215263,0
18.6,0.0217292,0
18.6667,0.0222364,0
18.7333,0.0226734,0
18.8,0.0228412,0
18.8667,0.0231495,0
18.9333,0.023723,0
19,0.0239923,0
19.0667,0.0243668,0
19.1333,0.024796,0
19.2,0.0246048,0
19.2667,0.0244488,0
19.3333,0.0243356,0
19.4,0.0243005,0
19.4667,0.0241132,0
19.5333,0.0240235,0
19.6,0.0238908,0
19.6667,0.0235162,0
19.7333,0.0230675,0
19.8,0.0228295,0
19.8667,0.0223769,0
19.9333,0.0218111,0
20,0.0216824,0
20.0667,0.0212688,0
20.1333,0.020902,0
20.2,0.0206328,0
20.2667,0.0204182,0
20.3333,0.0202543,0
20.4,0.0203675,0
20.4667,0.0203753,0
20.5333,0.0206718,0
20.6,0.0207577,0
20.6667,0.0207264,0
20.7333,0.0208357,0
20.8,0.0209879,0
20.8667,0.0209215,0
20.9333,0.0208942,0
21,0.0208981,0
21.0667,0.0210308,0
21.1333,0.0209293,0
21.2,0.0208318,0
21.2667,0.0206328,0
21.3333,0.0205353,0
21.4,0.0205704,0
21.4667,0.0206445,0
21.5333,0.020586,0
21.6,0.0205548,0
21.6667,0.0205274,0
21.7333,0.0205392,0
21.8,0.0205118,0
21.8667,0.0206601,0
21.9333,0.0208006,0
22,0.0208084,0
22.0667,0.0208396,0
22.1333,0.0208864,0
22.2,0.0208474,0
22.2667,0.0207967,0
22.3333,0.0208006,0
22.4,0.0207889,0
22.4667,0.0207616,0
22.5333,0.0207577,0
22.6,0.0209059,0
22.6667,0.0210854,0
22.7333,0.0212025,0
22.8,0.0212103,0
22.8667,0.0212454,0
22.9333,0.0216473,0
23,0.0216161,0
23.0667,0.0217448,0
23.1333,0.0218385,0
23.2,0.0219789,0
23.2667,0.021776,0
23.3333,0.0214444,0
23.4,0.0213156,0
23.4667,0.0211595,0
23.5333,0.02114,0
23.6,0.0210464,0
23.6667,0.0210386,0
23.7333,0.0210815,0
23.8,0.021101,0
23.8667,0.0211361,0
23.9333,0.02114,0
24,0.0211869,0
24.0667,0.021222,0
24.1333,0.0212142,0
24.2,0.0211712,0
24.2667,0.0211556,0
24.3333,0.021183,0
24.4,0.0211361,0
24.4667,0.0211517,0
24.5333,0.0211712,0
24.6,0.0211439,0
24.6667,0.0216434,0
24.7333,0.0216239,0
24.8,0.0215419,0
24.8667,0.0215107,0
24.9333,0.0216434,0
25,0.0215887,0
25.0667,0.0216512,0
25.1333,0.021538,0
25.2,0.0215263,0
25.2667,0.0215341,0
25.3333,0.0216317,0
25.4,0.021698,0
25.4667,0.0218424,0
25.5333,0.0218111,0
25.6,0.0219087,0
25.6667,0.0221506,0
25.7333,0.0225057,0
25.8,0.0225135,0
25.8667,0.0226071,0
25.9333,0.0226422,0
26,0.0226617,0
26.0667,0.0227203,0
26.1333,0.0227983,0
26.2,0.02281,0
26.2667,0.0229934,0
26.3333,0.0230519,0
